x,y,val-esp
2.89,2.12,-0.7797135469312836
-4.54,4.16,-3.101669098485496
0.88,-0.8,3.221873688501746
-2.86,0.42,-1.5224073931894315
4.42,2.64,5.03762395213093
0.75,1.65,-0.323591187228997
-2.06,-1.96,2.009669172351588
0.1,-4.67,-0.025383417250151228
3.08,4.65,-0.023026697101761463
-0.87,3.62,4.071102932270994
-3.61,-3.8,-2.1425689979690525
0.45,-0.79,1.8368907219261739
0.39,-3.66,-1.9814114704794463
-1.42,-0.23,-5.775701987109257
0.96,-1.17,1.9176538208624108
-1.31,-1.41,-0.9281422590755684
-4.51,2.8,-5.537944772408105
-0.37,-0.73,-1.6167993803590361
0.18,-4.16,-0.5636449644269039
3.48,-0.66,-1.573594317999423
-0.8,4.44,1.1579552110491935
-1.91,-2.39,4.1338353368728145
-4.32,4.77,0.31921820543561213
-1.53,-1.76,1.1275220920185205
-0.39,-4.53,0.4137501791728309
3.55,3.66,2.0697998751102693
-4.12,3.9,-3.613440593911659
3.03,2.29,-0.4401790052493072
4.02,-1.1,-2.094860587332449
1.36,-0.06,5.856629844806739
3.69,2.93,3.0582116619475865
2.81,4.86,0.2872820915347307
3.23,-3.37,0.515994746607425
-2.01,-4.28,2.275620937363449
-0.69,-2.91,3.717257746592817
-3.22,1.37,0.09373382983398981
0.17,4.82,0.10902460599625793
4.49,1.25,-1.8453421144276123
4.74,4.05,3.6886077733707725
-0.86,-4.18,2.3080540522552466
-1.97,-3.13,5.527853373298498
1.75,-0.57,4.9705123693148145
4.56,-1.03,-3.053116434471664
-3.96,-0.36,4.09955580605412
2.53,-1.48,0.3123667284808303
3.26,-2.21,0.42283039500181113
-4.17,-0.86,3.3527899260149376
3.74,-1.86,0.9639286691978227
0.09,-4.19,-0.2690704486559842
-0.73,2.71,3.6343088030921327
-2.92,-1.95,0.4881580817452959
-3.3,2.17,-0.5337972863562384
2.4,0.21,3.963743234021548
-4.56,1.74,-0.9986755941042106
-3.67,-1.4,0.5141423276844768
-4.52,3.58,-5.332343733750601
-0.42,3.9,1.7760389115073612
1.18,-2.96,-5.456418031074718
-3.19,4.17,-0.14986391718319111
0.02,-1.83,-0.03075525854104626
0.9,-1.26,1.43732768251078
2.52,-2.3,-2.3279576894052054
1.53,1.81,-1.4203914644963513
1.54,-4.74,0.1655665249033263
-4.61,-2.9,-5.79523853018693
-3.62,2.22,-1.6698915559651941
0.94,1.24,1.5737512228801038
-4.64,4.86,0.8801422306280378
0.57,-0.27,3.1204899798965964
-1.5,3.97,4.046139947738152
-4.45,-0.59,4.815000737092543
-2.04,0.51,-4.6705549879886785
2.25,-1.21,1.6480496044211048
0.91,3.45,-4.513521262001432
1.64,-3.62,-5.313626198749058
1.52,-3.68,-5.144514349496509
2.03,4.11,-3.047488569077323
4.33,1.14,-2.324604611885482
3.85,1.21,-1.3780997778299409
0.1,4.14,-0.3244437040660072
4.74,2.06,2.818463987041439
3.28,-1.68,0.09021871076308885
-0.99,-4.64,0.36279736220486036
4.78,-1.77,1.1846201235688878
-2.53,0.43,-3.131416903629321
-1.65,-3.4,5.782603846529531
2.09,0.68,4.050599844654056
-0.64,2.54,2.9540939765779495
-3.19,-2.67,-0.25863986864818644
4.63,-2.79,5.613845154508897
-4.92,-0.3,5.6089303049738035
4.92,-1.73,0.9307662303731575
0.6,-2.34,-2.356467582341349
-2.88,-3.48,1.4637098973075509
1.49,3.74,-4.941230807759513
-2.27,0.01,-4.5919001106031425
3.49,-4.54,0.3513764907439624
0.34,-2.66,-1.7733343079111523
-1.54,-0.57,-5.049010628919777
4.77,-4.03,3.7776153135597204
1.06,3.55,-4.803649048358971
2.3,-4.08,-2.644599255529882
1.86,4.3,-2.3049269803227634
-0.76,-1.9,1.3363266935566136
1.42,3.08,-5.920662322744902
-2.9,2.28,0.9348375566727886
-2.41,2.74,3.689429009590718
3.16,-2.19,0.06409667245888387
2.43,3.63,-3.4601283895367567
1.69,-0.49,5.256429100765802
1.64,-2.53,-4.900649165075474
2.79,3.43,-1.9810161408270133
2.35,3.27,-4.233695175859357
-3.8,0.72,2.7599896069848064
-3.12,2.19,0.07518671204477623
-1.64,-1.75,1.0669164153654351
4.92,3.07,5.856116874560351
2.31,-4.2,-2.1738320075792887
4.45,-0.07,-5.780447295838737
3.08,0.19,0.3626760672203187
-3.92,4.06,-2.5575812208163855
-5.0,-4.63,-0.4734926613969372
-0.87,2.94,4.493102719782123
-3.63,2.77,-2.62317530323731
2.99,2.23,-0.5549604504554121
-1.8,1.25,-1.8424556134892884
-2.9,-2.66,1.2722202856977085
3.42,4.02,1.0526519023081626
3.51,-1.73,0.34255287096891035
0.45,1.23,0.8722913489929974
-0.5,2.8,2.7103527189599053
-4.93,4.04,-3.649003803940995
-4.28,2.18,-3.1173125782900746
-2.39,4.89,-0.7238206378350684
0.63,1.54,0.10884376024697279
-2.94,-2.6,1.0294489319719278
0.42,3.27,-2.426420408090853
0.58,3.47,-3.112416123298043
-4.17,4.44,-1.3825255628478827
4.09,-1.39,-0.876575377760034
-3.49,-4.02,-1.3076580941039153
-1.47,2.42,4.481664221694204
4.13,4.49,1.1052074822127813
-3.0,3.53,0.7836507465789284
2.37,0.12,4.153580160798708
4.58,-4.19,2.967514667058042
4.31,-3.57,5.021848359110757
-0.24,-1.91,0.47455367703504725
-1.35,-2.89,5.670028917562402
-1.26,3.68,4.904368353396029
-4.9,-0.3,5.631436978060853
2.41,-4.36,-1.3834401323858547
-4.76,-2.68,-5.365978261015818
1.86,0.57,4.841627447335012
-3.82,1.82,-0.9286502940949145
3.4,-0.9,-0.9530813779364951
2.13,0.14,5.036304941611436
0.7,-2.87,-3.723622799630562
4.98,-3.75,4.748111062875807
2.27,0.19,4.509490828510225
4.22,-4.85,-0.7252877867342832
-1.6,3.24,5.968425415890259
-2.45,-4.19,1.9092835395264534
-1.19,0.21,-5.447841301441291
2.42,2.96,-3.898316828225681
-0.6,3.08,3.3814306954843065
-1.93,2.17,3.1679392124746353
1.56,-0.1,5.969677059984545
-4.61,3.19,-5.961585324678975
3.63,-3.56,2.57246284911073
-2.21,3.36,4.701030047748938
4.34,-1.93,1.9646120048489075
1.35,-1.29,1.6223598644042785
1.16,-2.65,-4.849423786914319
-2.01,2.03,2.4070037217599567
1.62,1.22,2.0593790808464485
1.02,-1.49,0.41263389820453367
-2.94,-2.42,0.9019414982039035
0.59,-4.07,-1.9999284689602934
-3.55,3.61,-2.1262243311369327
-1.97,-1.6,0.16142152441885263
-2.44,-1.62,0.19046976009150396
0.03,4.02,-0.11489077858882887
-2.02,1.22,-1.857322491463243
-3.38,-0.19,1.39143315041898
-2.97,-2.95,1.0057646798841273
-4.39,1.54,0.17523072344785204
-1.56,3.08,5.988273617021029
2.3,1.46,0.4947147667263494
0.14,-0.15,0.8278571753120065
-4.84,-0.96,3.413139335271957
-3.26,-4.79,0.054954328953228965
-1.56,3.44,5.734501406804202
2.32,-3.82,-3.420574590366939
-2.47,-2.19,2.1668170879301543
1.93,0.65,4.471652303534539
0.81,4.8,0.3802463488536992
1.52,1.71,-0.8314533694773243
-3.99,2.38,-3.2578119528941754
0.74,1.24,1.3140372500328206
-4.05,-3.8,-3.742188097681325
-0.03,3.25,0.1789165014010858
0.21,-2.78,-1.169878524871933
-0.75,-2.84,3.905236398594991
-2.96,4.39,0.3433135402328865
-4.39,-2.07,-2.724378810434205
0.07,1.73,-0.06652907711502462
2.45,-0.72,2.8768509414513375
4.32,4.35,1.9653943401309166
2.81,-3.68,-1.6769562550228518
3.74,2.55,2.805550821971811
0.89,-0.11,4.63425121202492
-2.03,-2.2,3.165214681090796
3.29,1.86,0.25301375660541964
3.2,4.44,0.09422746168885197
-0.16,2.54,0.7880853099693192
-3.14,-3.37,0.009307733590962666
-0.87,2.11,2.354681053446249
3.91,3.24,4.149771238193913
2.89,-2.77,-1.3917373623422633
-0.49,0.94,-1.6654170786778428
1.2,-3.63,-4.938397632534601
0.84,3.23,-4.450410012319372
-2.15,0.67,-3.9358764262640813
3.63,2.45,2.168447644955674
1.88,-0.92,3.462539155370709
-0.2,-2.52,0.9690518230747015
-0.51,4.11,1.659644189302178
-3.36,-2.77,-1.2113223427926676
4.23,2.25,3.3389534111470622
-0.78,1.66,0.37591164169379554
0.83,2.41,-3.2946187207315454
-0.55,4.47,0.7527400259086872
4.41,4.57,0.8128177442985677
4.42,-3.14,5.7453407580289255
-4.09,1.48,0.4420176702232147
0.46,-4.45,-0.6909302086924497
0.58,1.98,-1.3082828806840006
-1.08,-0.07,-5.278787354635609
-3.99,0.51,3.9285459176574946
2.12,-3.68,-4.39363169893117
-0.26,-1.35,-0.33781415991570984
4.71,4.43,1.6719000311862497
-4.02,-3.37,-4.498392498997342
-4.23,-0.18,5.229459078259236
3.91,3.47,3.9470923902490775
2.92,-1.29,0.36543976165749326
-2.59,2.37,2.2538132291188187
4.8,3.09,5.969034638803425
3.87,-4.74,-0.11026693816213799
-1.29,-1.96,2.187543364700004
2.18,4.85,0.6749969469435231
-2.6,-0.04,-3.090534154247324
0.32,-2.77,-1.7585848012079077
-0.07,2.36,0.2978694744657175
-1.21,4.46,1.4018407369953263
2.19,1.33,1.1652048130523995
-2.68,0.68,-2.077867039314905
1.91,-3.16,-5.657161043338996
-3.42,2.64,-1.4458271259661528
-2.06,-4.06,3.21527832612251
-2.11,-1.57,-0.004100052892167925
-0.77,2.18,2.3900323609584695
2.21,-0.8,3.354939879492103
-2.34,-1.69,0.5126457640568776
-3.09,-0.2,-0.3032508386065035
-4.92,-0.31,5.591299695319776
2.02,1.5,0.3823175378977789
-0.36,1.95,0.7824310112244598
-2.98,0.71,-0.732078486524541
0.05,4.55,-0.04848265790510226
-0.28,0.5,-1.4551493883586228
-1.27,3.58,5.188655442078552
1.43,2.95,-5.83192696849094
-1.73,-3.52,5.505016246227348
4.83,-1.97,2.3159978308655846
-1.21,4.32,2.1466600509400626
-2.8,-2.62,1.7426620653172114
-0.24,-3.86,1.073733588706237
1.23,2.98,-5.581262002097215
4.91,-4.59,0.7182463204629262
-1.17,-3.95,3.815504459911229
1.21,2.3,-3.740271041764366
-4.78,1.55,0.12448390036775311
1.61,-3.81,-4.705239997053453
0.42,-4.37,-0.8214049565557723
-3.38,-1.28,0.40625593367587504
3.13,1.39,0.012506777232114262
