x,y,val-esp
-4,5,48.7
-3,-5,-59.900000000000006
-2,2,2.4
0,2,2.0
-3,-1,-1.9000000000000004
-2,-2,-1.5999999999999996
0,5,57.5
4,2,10.8
-3,4,25.6
-2,0,0.3999999999999999
1,-2,-2.8
0,-1,0.5
1,-2,-2.8
-4,-5,-66.3
-1,2,2.8
-4,-3,-19.3
5,-2,18.0
-5,5,37.5
0,3,10.5
3,-3,-8.1
-4,5,48.7
-1,-5,-56.7
-4,-5,-66.3
-4,-1,-8.3
-3,5,55.1
-5,-5,-77.5
-4,-1,-8.3
1,3,9.7
1,-5,-58.3
1,5,56.7
0,2,2.0
2,4,27.6
1,3,9.7
-4,3,1.6999999999999993
1,0,-0.8
-5,0,-20.0
4,-5,-48.7
4,4,36.8
-3,5,55.1
-1,4,28.8
-4,3,1.6999999999999993
-4,2,-6.800000000000001
-4,-5,-66.3
0,4,28.0
-4,-1,-8.3
-2,0,0.3999999999999999
3,-2,0.40000000000000036
-5,3,-9.5
4,5,66.3
-5,3,-9.5
3,2,4.4
4,-4,-19.2
-2,3,10.9
-5,-2,-22.0
0,-5,-57.5
4,0,8.8
1,2,1.2000000000000002
-4,-4,-36.8
-1,2,2.8
5,-2,18.0
-4,-3,-19.3
0,-4,-28.0
-1,5,58.3
0,-3,-10.5
-1,3,11.3
3,-5,-55.1
-4,2,-6.800000000000001
-5,0,-20.0
0,-1,0.5
-5,2,-18.0
0,0,0.0
1,-4,-28.8
-5,3,-9.5
0,-2,-2.0
-3,-1,-1.9000000000000004
-5,0,-20.0
-1,-2,-1.2000000000000002
3,4,30.4
4,3,19.3
0,0,0.0
-1,2,2.8
1,0,-0.8
5,0,20.0
-5,1,-20.5
-3,-1,-1.9000000000000004
-1,-4,-27.200000000000003
3,0,2.4000000000000004
-3,5,55.1
2,-3,-10.9
-3,-4,-30.4
-4,-3,-19.3
-1,-5,-56.7
0,0,0.0
-1,-3,-9.7
2,5,57.099999999999994
0,-1,0.5
-4,0,-8.8
-1,3,11.3
4,-3,-1.6999999999999993
5,-4,-8.0
