x,y,val-esp
-3,1,107.5
5,5,507.5
0,-5,17.5
-2,3,25.5
0,-1,1.5
4,-5,209.5
-3,-3,115.5
4,-3,199.5
-3,5,115.5
2,-4,20.0
-4,3,321.5
-1,-4,14.0
1,0,0.0
5,2,500.0
3,0,54.0
5,3,501.5
-1,-4,14.0
-5,-3,757.5
5,5,507.5
1,2,0.0
3,1,53.5
1,0,0.0
-3,5,115.5
5,3,501.5
4,-1,193.5
-4,-2,324.0
1,-4,12.0
-3,-3,115.5
1,4,4.0
5,5,507.5
2,-1,9.5
-1,1,1.5
-3,-1,109.5
-5,3,751.5
-1,4,6.0
0,-4,12.0
-2,-2,28.0
4,-1,193.5
-5,-3,757.5
3,2,54.0
1,3,1.5
1,-2,4.0
-4,2,320.0
-1,4,6.0
5,-5,517.5
-2,2,24.0
-3,4,112.0
2,-2,12.0
-2,3,25.5
2,3,9.5
